gene_id,length_bp
YHR079C-A_BY4742,362
YHR079C-A_mRNA,362
YHR079C_BY4742,3348
YHR080C_BY4742,4038
YHR081W_BY4742,555
YHR082C_BY4742,3090
YHR083W_BY4742,990
YHR084W_BY4742,2067
YHR085W_BY4742,1005
YHR086W-A_BY4742,162
YHR086W_BY4742,1572
YHR087W_BY4742,336
YHR088W_BY4742,888
YHR089C_BY4742,618
YHR090C_BY4742,849
YHR091C_BY4742,1932
YHR092C_BY4742,1731
YHR093W_BY4742,549
YHR094C_BY4742,1713
YHR095W_BY4742,495
YHR096C_BY4742,1779
YHR097C_BY4742,1225
YHR097C_mRNA,1225
YHR098C_BY4742,2790
YHR099W_BY4742,11235
YHR100C_BY4742,558
YHR101C_BY4742,1095
YHR101C_mRNA,1095
YHR102W_BY4742,3243
YHR103W_BY4742,2559
YHR104W_BY4742,984
YHR105W_BY4742,645
YHR106W_BY4742,1029
YHR107C_BY4742,1224
YHR108W_BY4742,1758
YHR109W_BY4742,1758
YHR110W_BY4742,639
YHR111W_BY4742,1323
YHR112C_BY4742,1137
YHR113W_BY4742,1473
YHR114W_BY4742,1902
YHR115C_BY4742,1251
YHR116W_BY4742,456
YHR117W_BY4742,1920
YHR118C_BY4742,1308
YHR119W_BY4742,3243
YHR120W_BY4742,2880
YHR121W_BY4742,564
YHR122W_BY4742,696
YHR123W_BY4742,1267
YHR123W_mRNA,1267
YHR124W_BY4742,1884
YHR125W_BY4742,306
YHR126C_BY4742,480
YHR127W_BY4742,732
YHR128W_BY4742,651
YHR129C_BY4742,1155
YHR130C_BY4742,336
YHR131C_BY4742,2553
YHR131W-A_BY4742,246
YHR132C_BY4742,1293
YHR132W-A_BY4742,396
YHR133C_BY4742,876
YHR134W_BY4742,810
YHR135C_BY4742,1617
YHR136C_BY4742,447
YHR137C-A_BY4742,651
YHR137W_BY4742,1542
YHR138C_BY4742,345
YHR139C-A_BY4742,312
YHR139C_BY4742,981
YHR140W_BY4742,720
YHR141C_BY4742,762
YHR141C_mRNA,762
YHR142W_BY4742,951
YHR143W-A_BY4742,213
YHR143W_BY4742,978
YHR144C_BY4742,939
YHR145C_BY4742,357
YHR146W_BY4742,1398
YHR147C_BY4742,645
YHR148W_BY4742,552
YHR149C_BY4742,2205
YHR150W_BY4742,1740
YHR151C_BY4742,1581
YHR152W_BY4742,522
YHR153C_BY4742,597
YHR154W_BY4742,3213
YHR155W_BY4742,3687
YHR156C_BY4742,1023
YHR157W_BY4742,549
YHR158C_BY4742,3495
YHR159W_BY4742,1515
YHR160C_BY4742,852
YHR161C_BY4742,1914
YHR162W_BY4742,390
YHR163W_BY4742,750
YHR164C_BY4742,4569
YHR165C_BY4742,7242
YHR165W-A_BY4742,312
YHR166C_BY4742,1881
YHR167W_BY4742,786
YHR168W_BY4742,1557
YHR169W_BY4742,1296
YHR170W_BY4742,1557
YHR171W_BY4742,1893
YHR172W_BY4742,2472
YHR173C_BY4742,339
YHR174W_BY4742,1314
YHR175W-A_BY4742,150
YHR175W_BY4742,570
YHR176W_BY4742,1299
YHR177W_BY4742,1362
YHR178W_BY4742,2232
YHR179W_BY4742,1203
YHR180C-B_BY4742,105
YHR180W-A_BY4742,183
YHR180W_BY4742,492
YHR181W_BY4742,687
YHR182C-A_BY4742,474
YHR182W_BY4742,2358
YHR183W_BY4742,1470
YHR184W_BY4742,1716
YHR185C_BY4742,714
YHR186C_BY4742,4674
YHR187W_BY4742,930
YHR188C_BY4742,1833
YHR189W_BY4742,573
YHR190W_BY4742,1335
YHR191C_BY4742,402
YHR192W_BY4742,837
YHR193C-A_BY4742,375
YHR193C_BY4742,525
YHR194W_BY4742,1740
YHR195W_BY4742,966
YHR196W_BY4742,1728
YHR197W_BY4742,2292
YHR198C_BY4742,966
YHR199C-A_BY4742,289
YHR199C-A_mRNA,289
YHR199C_BY4742,933
YHR200W_BY4742,807
YHR201C_BY4742,1194
YHR202W_BY4742,1809
YHR203C_BY4742,1055
YHR203C_mRNA,1055
YHR204W_BY4742,2391
YHR205W_BY4742,2475
YHR206W_BY4742,1869
YHR207C_BY4742,1581
YHR208W_BY4742,1182
YHR209W_BY4742,876
YHR210C_BY4742,1026
YHR211W_BY4742,3228
YHR212C_BY4742,336
YHR212W-A_BY4742,204
YHR213W-A_BY4742,234
YHR213W-B_BY4742,300
YHR213W_BY4742,597
YHR214C-B_BY4742,5383
YHR214C-B_mRNA,5383
YHR214C-C_BY4742,1437
YHR214C-D_BY4742,294
YHR214C-E_BY4742,300
YHR214W-A_BY4742,486
YHR214W_BY4742,612
YHR215W_BY4742,1404
YHR216W_BY4742,1572
YHR217C_BY4742,462
YHR218W-A_BY4742,318
YHR218W_BY4742,1911
YHR218W_mRNA,1911
YHR219C-A_BY4742,483
YHR219W_BY4742,1875
YIL001W_BY4742,1542
YIL002C_BY4742,2841
YIL002W-A_BY4742,210
YIL003W_BY4742,882
YIL004C_BY4742,560
YIL004C_mRNA,560
YIL005W_BY4742,2106
YIL006W_BY4742,1122
YIL007C_BY4742,663
YIL008W_BY4742,300
YIL009C-A_BY4742,547
YIL009C-A_mRNA,547
YIL009W_BY4742,2085
YIL010W_BY4742,648
YIL011W_BY4742,810
YIL012W_BY4742,342
YIL013C_BY4742,4236
YIL014C-A_BY4742,315
YIL014W_BY4742,1893
YIL015W_BY4742,1764
YIL016W_BY4742,480
YIL017C_BY4742,2766
YIL018W_BY4742,1165
YIL018W_mRNA,1165
YIL019W_BY4742,1041
YIL020C-A_BY4742,339
YIL020C_BY4742,786
YIL021C-A_BY4742,270
YIL021W_BY4742,957
YIL022W_BY4742,1296
YIL023C_BY4742,1041
YIL024C_BY4742,570
YIL025C_BY4742,375
YIL026C_BY4742,3453
YIL027C_BY4742,426
YIL028W_BY4742,399
YIL029C_BY4742,429
YIL029W-A_BY4742,372
YIL030C_BY4742,3960
YIL030W-A_BY4742,339
YIL031W_BY4742,3105
YIL032C_BY4742,357
YIL033C_BY4742,1251
YIL034C_BY4742,864
YIL035C_BY4742,1119
YIL036W_BY4742,1764
YIL037C_BY4742,1971
YIL038C_BY4742,2511
YIL039W_BY4742,1422
YIL040W_BY4742,417
YIL041W_BY4742,981
YIL042C_BY4742,1185
YIL043C_BY4742,855
YIL044C_BY4742,897
YIL045W_BY4742,1617
YIL046W-A_BY4742,165
YIL046W_BY4742,1923
YIL047C-A_BY4742,369
YIL047C_BY4742,2709
YIL048W_BY4742,3456
YIL049W_BY4742,762
YIL050W_BY4742,858
YIL051C_BY4742,438
YIL052C_BY4742,838
YIL052C_mRNA,838
YIL053W_BY4742,753
YIL054W_BY4742,318
YIL055C_BY4742,1884
YIL056W_BY4742,1923
YIL057C_BY4742,495
YIL058W_BY4742,285
YIL059C_BY4742,366
YIL060W_BY4742,435
YIL061C_BY4742,903
YIL062C_BY4742,465
YIL063C_BY4742,984
YIL064W_BY4742,774
YIL065C_BY4742,468
YIL066C_BY4742,2610
YIL066W-A_BY4742,444
YIL067C_BY4742,2037
YIL068C_BY4742,2418
YIL068W-A_BY4742,384
YIL069C_BY4742,817
YIL069C_mRNA,817
YIL070C_BY4742,801
YIL071C_BY4742,1335
YIL071W-A_BY4742,477
YIL072W_BY4742,1818
YIL073C_BY4742,3018
YIL073C_mRNA,3018
YIL074C_BY4742,1410
YIL075C_BY4742,2838
YIL076W_BY4742,891
YIL077C_BY4742,963
YIL078W_BY4742,2205
YIL079C_BY4742,1083
YIL082W-A_BY4742,4498
YIL082W-A_mRNA,4498
YIL082W_BY4742,873
YIL083C_BY4742,1098
YIL084C_BY4742,984
YIL085C_BY4742,1554
YIL086C_BY4742,309
YIL087C_BY4742,474
YIL088C_BY4742,1473
YIL089W_BY4742,618
YIL090W_BY4742,1476
YIL091C_BY4742,2166
YIL092W_BY4742,1902
YIL093C_BY4742,795
YIL094C_BY4742,1116
YIL095W_BY4742,2433
YIL096C_BY4742,1011
YIL097W_BY4742,1551
YIL098C_BY4742,468
YIL099W_BY4742,1650
YIL100C-A_BY4742,339
YIL100W_BY4742,354
YIL101C_BY4742,1944
YIL102C-A_BY4742,228
YIL102C_BY4742,306
YIL103W_BY4742,1278
YIL104C_BY4742,1524
YIL105C_BY4742,2061
YIL105W-A_BY4742,141
YIL106W_BY4742,1030
YIL106W_mRNA,1030
YIL107C_BY4742,2484
YIL108W_BY4742,2091
YIL109C_BY4742,2781
YIL110W_BY4742,1134
YIL111W_BY4742,544
YIL111W_mRNA,544
YIL112W_BY4742,3252
YIL113W_BY4742,630
YIL114C_BY4742,846
YIL115C_BY4742,4383
YIL115W-A_BY4742,372
YIL116W_BY4742,1158
YIL117C_BY4742,957
YIL118W_BY4742,696
YIL119C_BY4742,1224
YIL120W_BY4742,1692
YIL121W_BY4742,1629
YIL122W_BY4742,1056
YIL123W_BY4742,1918
YIL124W_BY4742,894
YIL125W_BY4742,3045
YIL126W_BY4742,4080
YIL127C_BY4742,621
YIL128W_BY4742,3099
YIL129C_BY4742,7131
YIL130W_BY4742,2898
YIL131C_BY4742,1455
YIL132C_BY4742,642
YIL133C_BY4742,890
YIL133C_mRNA,890
YIL134C-A_BY4742,204
YIL134W_BY4742,936
YIL135C_BY4742,1311
YIL136W_BY4742,1182
YIL137C_BY4742,2841
YIL138C_BY4742,486
YIL139C_BY4742,738
YIL140W_BY4742,2472
YIL141W_BY4742,390
YIL142C-A_BY4742,333
YIL142W_BY4742,1584
YIL143C_BY4742,2532
YIL144W_BY4742,2076
YIL145C_BY4742,930
YIL146C_BY4742,1590
YIL147C_BY4742,3663
YIL148W_BY4742,821
YIL148W_mRNA,821
YIL149C_BY4742,5040
YIL150C_BY4742,1716
YIL151C_BY4742,3357
YIL152W_BY4742,708
YIL153W_BY4742,1182
YIL154C_BY4742,1041
YIL155C_BY4742,1950
YIL156W-A_BY4742,402
YIL156W-B_BY4742,284
YIL156W-B_mRNA,284
YIL156W_BY4742,3216
YIL157C_BY4742,594
YIL158W_BY4742,615
YIL159W_BY4742,4128
YIL160C_BY4742,1254
YIL161W_BY4742,708
YIL162W_BY4742,1599
YIL163C_BY4742,354
YIL164C_BY4742,600
YIL165C_BY4742,360
YIL166C_BY4742,1629
YIL169C_BY4742,2988
YIL171W-A_BY4742,453
YIL172C_BY4742,1770
YIL173W_BY4742,4650
YIL176C_BY4742,363
YIL177C_BY4742,5665
YIL177C_mRNA,5665
YIL177W-A_BY4742,483
YIR001C_BY4742,753
YIR002C_BY4742,2982
YIR003W_BY4742,2040
YIR004W_BY4742,1299
YIR005W_BY4742,447
YIR006C_BY4742,4443
YIR007W_BY4742,2295
YIR008C_BY4742,1230
YIR009W_BY4742,336
YIR010W_BY4742,1731
YIR011C_BY4742,960
YIR012W_BY4742,1296
YIR013C_BY4742,366
YIR014W_BY4742,729
YIR015W_BY4742,435
YIR016W_BY4742,798
YIR017C_BY4742,564
YIR017W-A_BY4742,600
YIR018C-A_BY4742,138
YIR018W_BY4742,738
YIR019C_BY4742,4104
YIR020C-B_BY4742,735
YIR020C_BY4742,303
YIR020W-A_BY4742,243
YIR021W-A_BY4742,213
YIR021W_BY4742,1092
YIR022W_BY4742,504
YIR023C-A_BY4742,324
YIR023W_BY4742,2913
YIR024C_BY4742,651
YIR025W_BY4742,1107
YIR026C_BY4742,1095
YIR027C_BY4742,1383
YIR028W_BY4742,1908
YIR029W_BY4742,1032
YIR030C_BY4742,735
YIR030W-A_BY4742,384
YIR031C_BY4742,1665
YIR032C_BY4742,588
YIR033W_BY4742,3342
YIR034C_BY4742,1122
YIR035C_BY4742,765
YIR036C_BY4742,792
YIR036W-A_BY4742,402
YIR037W_BY4742,492
YIR038C_BY4742,705
YIR039C_BY4742,1614
YIR040C_BY4742,333
YIR041W_BY4742,375
YIR042C_BY4742,711
YJL001W_BY4742,764
YJL001W_mRNA,764
YJL002C_BY4742,1431
YJL003W_BY4742,357
YJL004C_BY4742,612
YJL005W_BY4742,6081
YJL006C_BY4742,972
YJL007C_BY4742,315
YJL008C_BY4742,1707
YJL009W_BY4742,327
YJL010C_BY4742,2001
YJL011C_BY4742,486
YJL012C_BY4742,2166
YJL013C_BY4742,1548
YJL014W_BY4742,1605
YJL015C_BY4742,285
YJL016W_BY4742,1686
YJL019W_BY4742,2049
YJL020C_BY4742,3474
YJL020W-A_BY4742,258
YJL022W_BY4742,309
YJL023C_BY4742,1044
YJL024C_BY4742,662
YJL024C_mRNA,662
YJL025W_BY4742,1545
YJL026C-A_BY4742,222
YJL026W_BY4742,1200
YJL027C_BY4742,417
YJL028W_BY4742,336
YJL029C_BY4742,2469
YJL030W_BY4742,591
YJL031C_BY4742,1071
YJL031C_mRNA,1071
YJL032W_BY4742,315
YJL033W_BY4742,2313
YJL034W_BY4742,2049
YJL035C_BY4742,753
YJL036W_BY4742,1272
YJL037W_BY4742,675
YJL038C_BY4742,660
YJL039C_BY4742,5052
YJL041W_BY4742,2590
YJL041W_mRNA,2590
YJL042W_BY4742,4197
YJL043W_BY4742,774
YJL044C_BY4742,1377
YJL045W_BY4742,1905
YJL046W_BY4742,1230
YJL047C-A_BY4742,135
YJL047C_BY4742,2529
YJL048C_BY4742,1191
YJL049W_BY4742,1353
YJL050W_BY4742,3222
YJL051W_BY4742,2469
YJL052C-A_BY4742,120
YJL052W_BY4742,999
YJL053W_BY4742,1140
YJL054W_BY4742,1437
YJL055W_BY4742,738
YJL056C_BY4742,2643
YJL057C_BY4742,2004
YJL058C_BY4742,1632
YJL059W_BY4742,1227
YJL060W_BY4742,1335
YJL061W_BY4742,2142
YJL062W-A_BY4742,258
YJL062W_BY4742,2493
YJL063C_BY4742,717
YJL064W_BY4742,396
YJL065C_BY4742,504
YJL066C_BY4742,759
YJL067W_BY4742,351
YJL068C_BY4742,900
YJL069C_BY4742,1785
YJL070C_BY4742,2667
YJL071W_BY4742,1725
YJL072C_BY4742,642
YJL073W_BY4742,1938
YJL074C_BY4742,3693
YJL075C_BY4742,417
YJL076W_BY4742,3570
YJL077C_BY4742,396
YJL077W-A_BY4742,87
YJL077W-B_BY4742,99
YJL078C_BY4742,2646
YJL079C_BY4742,900
YJL080C_BY4742,3669
YJL081C_BY4742,1470
YJL082W_BY4742,2196
YJL083W_BY4742,1815
YJL084C_BY4742,3141
YJL085W_BY4742,1872
YJL086C_BY4742,369
YJL087C_BY4742,2484
YJL088W_BY4742,1017
YJL089W_BY4742,2490
YJL090C_BY4742,2295
YJL091C_BY4742,1473
YJL092W_BY4742,3525
YJL093C_BY4742,2076
YJL094C_BY4742,2622
YJL095W_BY4742,4437
YJL096W_BY4742,486
YJL097W_BY4742,654
YJL098W_BY4742,3177
YJL099W_BY4742,2241
YJL100W_BY4742,1824
YJL101C_BY4742,2037
YJL102W_BY4742,2460
YJL103C_BY4742,1857
YJL104W_BY4742,450
YJL105W_BY4742,1683
YJL106W_BY4742,1938
YJL107C_BY4742,1164
YJL108C_BY4742,1152
YJL109C_BY4742,5310
YJL110C_BY4742,1656
YJL111W_BY4742,1653
YJL112W_BY4742,2145
YJL113W_BY4742,4648
YJL113W_mRNA,4648
YJL114W_BY4742,681
YJL115W_BY4742,840
YJL116C_BY4742,1014
YJL117W_BY4742,936
YJL118W_BY4742,660
YJL119C_BY4742,324
YJL120W_BY4742,324
YJL121C_BY4742,717
YJL122W_BY4742,528
YJL123C_BY4742,1437
YJL124C_BY4742,519
YJL125C_BY4742,1152
YJL126W_BY4742,924
YJL127C-B_BY4742,159
YJL127C_BY4742,1923
YJL127W-A_BY4742,117
YJL128C_BY4742,2007
YJL129C_BY4742,3708
YJL130C_BY4742,6965
YJL131C_BY4742,1071
YJL132W_BY4742,2253
YJL133C-A_BY4742,225
YJL133W_BY4742,945
YJL134W_BY4742,1230
YJL135W_BY4742,318
YJL136C_BY4742,724
YJL136C_mRNA,724
YJL136W-A_BY4742,84
YJL137C_BY4742,1143
YJL138C_BY4742,1188
YJL139C_BY4742,1287
YJL140W_BY4742,666
YJL141C_BY4742,2424
YJL142C_BY4742,393
YJL143W_BY4742,477
YJL144W_BY4742,315
YJL145W_BY4742,885
YJL146W_BY4742,1410
YJL147C_BY4742,1149
YJL148W_BY4742,702
YJL149W_BY4742,1992
YJL150W_BY4742,303
YJL151C_BY4742,402
YJL152W_BY4742,360
YJL153C_BY4742,1602
YJL154C_BY4742,2835
YJL155C_BY4742,1359
YJL156C_BY4742,2100
YJL156W-A_BY4742,222
YJL157C_BY4742,2493
YJL158C_BY4742,684
YJL159W_BY4742,1242
YJL160C_BY4742,864
YJL161W_BY4742,543
YJL162C_BY4742,1752
YJL163C_BY4742,1668
YJL164C_BY4742,1194
YJL165C_BY4742,2568
YJL166W_BY4742,285
YJL167W_BY4742,1059
YJL168C_BY4742,2202
YJL169W_BY4742,369
YJL170C_BY4742,630
YJL171C_BY4742,1191
YJL172W_BY4742,1731
YJL173C_BY4742,369
YJL174W_BY4742,831
YJL175W_BY4742,513
YJL176C_BY4742,2478
YJL177W_BY4742,872
YJL177W_mRNA,872
YJL178C_BY4742,816
YJL179W_BY4742,330
YJL180C_BY4742,978
YJL181W_BY4742,1836
YJL182C_BY4742,318
YJL183W_BY4742,1269
YJL184W_BY4742,372
YJL185C_BY4742,882
YJL186W_BY4742,1761
YJL187C_BY4742,2460
YJL188C_BY4742,309
YJL189W_BY4742,542
YJL189W_mRNA,542
YJL190C_BY4742,393
YJL191W_BY4742,825
YJL191W_mRNA,825
YJL192C_BY4742,705
YJL193W_BY4742,1209
YJL194W_BY4742,1542
YJL195C_BY4742,702
YJL196C_BY4742,933
YJL197C-A_BY4742,282
YJL197W_BY4742,3765
YJL198W_BY4742,2646
YJL199C_BY4742,327
YJL200C_BY4742,2370
YJL201W_BY4742,1800
YJL202C_BY4742,348
YJL203W_BY4742,843
YJL204C_BY4742,2523
YJL205C_BY4742,305
YJL205C_mRNA,305
YJL206C_BY4742,2277
YJL207C_BY4742,6045
YJL208C_BY4742,990
YJL209W_BY4742,1965
YJL210W_BY4742,816
YJL211C_BY4742,444
YJL212C_BY4742,2400
YJL213W_BY4742,996
YJL214W_BY4742,1710
YJL215C_BY4742,360
YJL216C_BY4742,1746
YJL217W_BY4742,597
YJL218W_BY4742,591
YJL219W_BY4742,1704
YJL220W_BY4742,453
YJL221C_BY4742,1770
YJL222W-A_BY4742,228
YJL222W-B_BY4742,138
YJL222W_BY4742,4650
YJL223C_BY4742,363
YJL225C_BY4742,5665
YJL225C_mRNA,5665
YJL225W-A_BY4742,483
YJR001W_BY4742,1809
YJR002W_BY4742,1782
YJR003C_BY4742,1560
YJR004C_BY4742,1953
YJR005C-A_BY4742,282
YJR005W_BY4742,2103
YJR006W_BY4742,1464
YJR007W_BY4742,915
YJR008W_BY4742,1017
YJR009C_BY4742,999
YJR010C-A_BY4742,285
YJR010W_BY4742,1536
YJR011C_BY4742,786
YJR012C_BY4742,624
YJR013W_BY4742,1212
YJR014W_BY4742,597
YJR015W_BY4742,1533
YJR016C_BY4742,1758
YJR017C_BY4742,513
YJR018W_BY4742,363
YJR019C_BY4742,1050
YJR020W_BY4742,333
YJR021C_BY4742,1025
YJR021C_mRNA,1025
YJR022W_BY4742,330
YJR023C_BY4742,402
YJR024C_BY4742,735
YJR025C_BY4742,534
YJR026W_BY4742,1323
YJR027W_BY4742,5269
YJR027W_mRNA,5269
YJR028W_BY4742,1323
YJR029W_BY4742,5269
YJR029W_mRNA,5269
YJR030C_BY4742,2238
YJR031C_BY4742,4227
YJR032W_BY4742,1182
YJR033C_BY4742,4074
YJR034W_BY4742,327
YJR035W_BY4742,3258
YJR036C_BY4742,2679
YJR037W_BY4742,384
YJR038C_BY4742,363
YJR039W_BY4742,3366
YJR040W_BY4742,2340
YJR041C_BY4742,3525
YJR042W_BY4742,2235
YJR043C_BY4742,1053
YJR044C_BY4742,423
YJR045C_BY4742,1965
YJR046W_BY4742,1815
YJR047C_BY4742,474
YJR048W_BY4742,330
YJR049C_BY4742,1593
YJR050W_BY4742,708
YJR051W_BY4742,1506
YJR052W_BY4742,1698
YJR053W_BY4742,1725
YJR054W_BY4742,1494
YJR055W_BY4742,495
YJR056C_BY4742,711
YJR057W_BY4742,651
YJR058C_BY4742,444
YJR059W_BY4742,2457
YJR060W_BY4742,1056
YJR061W_BY4742,2808
YJR062C_BY4742,1374
YJR063W_BY4742,378
YJR064W_BY4742,1689
YJR065C_BY4742,1350
YJR066W_BY4742,7413
YJR067C_BY4742,426
YJR068W_BY4742,1062
YJR069C_BY4742,594
YJR070C_BY4742,978
YJR071W_BY4742,369
YJR072C_BY4742,1158
YJR073C_BY4742,621
YJR074W_BY4742,657
YJR075W_BY4742,1191
YJR076C_BY4742,1248
YJR077C_BY4742,936
YJR078W_BY4742,1362
YJR079W_BY4742,1035
YJR079W_mRNA,1035
YJR080C_BY4742,1185
YJR082C_BY4742,342
YJR083C_BY4742,930
YJR084W_BY4742,1272
YJR085C_BY4742,318
YJR086W_BY4742,333
YJR087W_BY4742,351
YJR088C_BY4742,879
YJR089W_BY4742,2865
YJR090C_BY4742,3456
YJR091C_BY4742,3276
YJR092W_BY4742,4344
YJR093C_BY4742,984
YJR094C_BY4742,1083
YJR094W-A_BY4742,554
YJR094W-A_mRNA,554
YJR095W_BY4742,969
YJR096W_BY4742,849
YJR097W_BY4742,519
YJR098C_BY4742,1971
YJR099W_BY4742,711
YJR100C_BY4742,984
YJR101W_BY4742,801
YJR102C_BY4742,609
YJR103W_BY4742,1737
YJR104C_BY4742,465
YJR105W_BY4742,1023
YJR106W_BY4742,2178
YJR107W_BY4742,987
YJR108W_BY4742,372
YJR109C_BY4742,3357
YJR110W_BY4742,2067
YJR111C_BY4742,852
YJR112W-A_BY4742,379
YJR112W-A_mRNA,379
YJR112W_BY4742,606
YJR113C_BY4742,744
YJR114W_BY4742,393
YJR115W_BY4742,510
YJR116W_BY4742,840
YJR117W_BY4742,1362
YJR118C_BY4742,612
YJR119C_BY4742,2187
YJR120W_BY4742,351
YJR121W_BY4742,1536
YJR122W_BY4742,1494
YJR123W_BY4742,678
YJR124C_BY4742,1347
YJR125C_BY4742,1227
YJR126C_BY4742,2436
YJR127C_BY4742,4143
YJR128W_BY4742,360
YJR129C_BY4742,1020
YJR130C_BY4742,1920
YJR131W_BY4742,1650
YJR132W_BY4742,3147
YJR133W_BY4742,630
YJR134C_BY4742,2124
YJR135C_BY4742,720
YJR135W-A_BY4742,264
YJR136C_BY4742,1266
YJR137C_BY4742,4329
YJR138W_BY4742,4755
YJR139C_BY4742,1080
YJR140C_BY4742,4947
YJR140W-A_BY4742,150
YJR141W_BY4742,1044
YJR142W_BY4742,1029
YJR143C_BY4742,2289
YJR144W_BY4742,810
YJR145C_BY4742,1042
YJR145C_mRNA,1042
YJR146W_BY4742,354
YJR147W_BY4742,1077
YJR148W_BY4742,1131
YJR149W_BY4742,1215
YJR150C_BY4742,897
YJR151C_BY4742,3486
YJR151W-A_BY4742,51
YJR152W_BY4742,1632
YJR153W_BY4742,1086
YJR154W_BY4742,1041
YJR155W_BY4742,867
YJR156C_BY4742,1023
YJR157W_BY4742,363
YJR158W_BY4742,1704
YJR159W_BY4742,1074
YJR160C_BY4742,1809
YJR161C_BY4742,1152
YJR162C_BY4742,351
YKL001C_BY4742,609
YKL002W_BY4742,767
YKL002W_mRNA,767
YKL003C_BY4742,396
YKL004W_BY4742,1206
YKL005C_BY4742,1785
YKL006C-A_BY4742,435
YKL006C-A_mRNA,435
YKL006W_BY4742,815
YKL006W_mRNA,815
YKL007W_BY4742,807
YKL008C_BY4742,1257
YKL009W_BY4742,711
YKL010C_BY4742,4452
YKL011C_BY4742,1062
YKL012W_BY4742,1752
YKL013C_BY4742,516
YKL014C_BY4742,5295
YKL015W_BY4742,2940
YKL016C_BY4742,525
YKL017C_BY4742,2052
YKL018C-A_BY4742,300
YKL018W_BY4742,990
YKL019W_BY4742,951
YKL020C_BY4742,3249
YKL021C_BY4742,1407
YKL022C_BY4742,2523
YKL023C-A_BY4742,228
YKL023W_BY4742,834
YKL024C_BY4742,615
YKL025C_BY4742,2040
YKL026C_BY4742,504
YKL027W_BY4742,1344
YKL028W_BY4742,1449
YKL029C_BY4742,2010
YKL030W_BY4742,606
YKL031W_BY4742,414
YKL032C_BY4742,1794
YKL033W-A_BY4742,711
YKL033W_BY4742,3117
YKL034W_BY4742,2277
YKL035W_BY4742,1500
YKL036C_BY4742,393
YKL037W_BY4742,357
YKL038W_BY4742,3513
YKL039W_BY4742,1572
YKL040C_BY4742,771
YKL041W_BY4742,675
YKL042W_BY4742,1092
YKL043W_BY4742,1101
YKL044W_BY4742,321
YKL045W_BY4742,1587
YKL046C_BY4742,1350
YKL047W_BY4742,1551
YKL048C_BY4742,1923
YKL049C_BY4742,690
YKL050C_BY4742,2769
YKL051W_BY4742,1062
YKL052C_BY4742,879
YKL053C-A_BY4742,261
YKL053W_BY4742,375
YKL054C_BY4742,2217
YKL055C_BY4742,837
YKL056C_BY4742,504
YKL057C_BY4742,3114
YKL058W_BY4742,369
YKL059C_BY4742,1326
YKL060C_BY4742,1080
YKL061W_BY4742,342
YKL062W_BY4742,1893
YKL063C_BY4742,504
YKL064W_BY4742,2910
YKL065C_BY4742,621
YKL065W-A_BY4742,222
YKL066W_BY4742,444
YKL067W_BY4742,462
YKL068W-A_BY4742,237
YKL068W_BY4742,2880
YKL069W_BY4742,543
YKL070W_BY4742,510
YKL071W_BY4742,771
YKL072W_BY4742,2301
YKL073W_BY4742,2646
YKL074C_BY4742,1584
YKL075C_BY4742,1353
YKL076C_BY4742,384
YKL077W_BY4742,1179
YKL078W_BY4742,2208
YKL079W_BY4742,1971
YKL080W_BY4742,1179
YKL081W_BY4742,1565
YKL081W_mRNA,1565
YKL082C_BY4742,1305
YKL083W_BY4742,615
YKL084W_BY4742,351
YKL085W_BY4742,1005
YKL086W_BY4742,384
YKL087C_BY4742,675
YKL088W_BY4742,1716
YKL089W_BY4742,1650
YKL090W_BY4742,1332
YKL091C_BY4742,933
YKL092C_BY4742,3315
YKL093W_BY4742,1020
YKL094W_BY4742,942
YKL095W_BY4742,837
YKL096C-B_BY4742,150
YKL096W-A_BY4742,279
YKL096W_BY4742,720
YKL097C_BY4742,411
YKL098W_BY4742,1074
YKL099C_BY4742,753
YKL100C_BY4742,1764
YKL100W-A_BY4742,90
YKL101W_BY4742,4557
YKL102C_BY4742,306
YKL103C_BY4742,1545
YKL104C_BY4742,2154
YKL105C_BY4742,3399
YKL106C-A_BY4742,120
YKL106W_BY4742,1356
YKL107W_BY4742,930
YKL108W_BY4742,1362
YKL109W_BY4742,1665
YKL110C_BY4742,942
YKL111C_BY4742,336
YKL112W_BY4742,2196
YKL113C_BY4742,1149
YKL114C_BY4742,1104
YKL115C_BY4742,393
YKL116C_BY4742,1557
YKL117W_BY4742,651
YKL118W_BY4742,312
YKL119C_BY4742,648
YKL120W_BY4742,975
YKL121W_BY4742,2559
YKL122C_BY4742,504
YKL123W_BY4742,381
YKL124W_BY4742,1740
YKL125W_BY4742,1884
YKL126W_BY4742,2043
YKL127W_BY4742,1713
YKL128C_BY4742,888
YKL129C_BY4742,3819
YKL130C_BY4742,741
YKL131W_BY4742,522
YKL132C_BY4742,1293
YKL133C_BY4742,1392
YKL134C_BY4742,2319
YKL135C_BY4742,2181
YKL136W_BY4742,399
YKL137W_BY4742,336
YKL138C-A_BY4742,210
YKL138C_BY4742,396
YKL139W_BY4742,1587
YKL140W_BY4742,1647
YKL141W_BY4742,597
YKL142W_BY4742,660
YKL143W_BY4742,1392
YKL144C_BY4742,639
YKL145W-A_BY4742,93
YKL145W_BY4742,1404
YKL146W_BY4742,2079
YKL147C_BY4742,618
YKL148C_BY4742,1923
YKL149C_BY4742,1218
YKL150W_BY4742,997
YKL151C_BY4742,1014
YKL152C_BY4742,744
